token_id,name,role_type,personality,skill,story
284,Ivoryl Nightwalker,占卜师,豁达乐观，笑看风云，兼具深沉的特质,命运窥探,没有人能在她面前隐藏秘密，因为她看到的不是现在，而是因果的锁链。
285,Lady of Starlight,诗人,狡黠聪慧，智计百出，兼具理想的特质,文字魔法,在镜界的寂静角落，她低声吟唱着自己的诗篇。那些词语如同星尘，洒落在这片世界。
286,Hex Mistress,医者,执着坚定，矢志不渝，兼具温柔的特质,药草调配,慈悲是她的本性，无论灵魂因何受伤，她都会伸出援手。医者仁心，说的便是她。
287,Seraphelle Nightshade,梦者,忠诚可靠，值得信赖，兼具敏感的特质,幻象创造,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
288,Lady Order of the,守望者,孤独清高，遗世独立，兼具沉默的特质,监视之塔,在最高的塔楼上，她日夜注视着地平线。即使风暴将至，她也不会退缩。
289,Empress Eclipse,猎人,犹豫不决，优柔寡断，兼具隐忍的特质,野兽沟通,在阴影中潜行，在静默中出击。她的猎杀精准而优雅，如同艺术一般。
290,Clio of Starlight,战士,狡黠聪慧，智计百出，兼具果敢的特质,战意沸腾,以战斗为生，以胜利为荣。她是镜界最强的战士之一，从未尝过失败的滋味。
291,Onyx Conclave of,猎人,如风般自由，不受束缚，兼具冷静的特质,追踪术,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
292,Lenobia Dawnbreaker,歌者,坚韧不拔，百折不挠，兼具感性的特质,天籁之音,每首歌曲都是一段旅程，每个音符都是一缕情感。她的声音是镜界最美的礼物。
293,Ebony Phantom,工匠,慈悲为怀，怜爱众生，兼具务实的特质,锻造秘法,她的工作室藏着镜界最珍贵的秘密，每一件作品都讲述着一段独特的故事。
294,Sable Maidens,战士,热情开朗，光芒四射，兼具坚毅的特质,反射之刃,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
295,Lady Whitewyrm,神秘者,内敛含蓄，蓄势待发，兼具深沉的特质,异界召唤,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
296,Lyria Moonbinder,守墓者,天真烂漫，纯真无邪，兼具沉稳的特质,寂静之力,在镜界的边缘，在遗忘的角落，她默默守望着那些不再醒来的人。
297,Rosemary Arcanum,梦者,优雅从容，气质高贵，兼具敏感的特质,幻象创造,她的睡眠比常人更长，因为对她而言，梦境才是真正的现实。
298,Arabella of Shadows,学者,孤独清高，遗世独立，兼具严谨的特质,文献解读,作为知识的守护者，她将所见所闻记录在古老的典籍中。镜界的每一寸土地，都留有她的足迹与思考。
299,Fern Nebula,医者,温柔如月，照亮黑暗，兼具细腻的特质,治愈之光,她是镜界的治愈者，游走于受伤的灵魂之间。魔法是她治愈伤痛的方式。
300,Willow Ashford,战士,天真烂漫，纯真无邪，兼具坚毅的特质,战意沸腾,以战斗为生，以胜利为荣。她是镜界最强的战士之一，从未尝过失败的滋味。
301,Flora Circle of,歌者,坚韧不拔，百折不挠，兼具感性的特质,安魂之曲,她的歌声能穿透镜界的每一个角落。安魂曲是她最擅长的曲调，令人沉醉不已。
302,Terra Nebula,守墓者,如风般自由，不受束缚，兼具沉稳的特质,灵魂引导,在镜界的边缘，在遗忘的角落，她默默守望着那些不再醒来的人。
303,Ivoryl Maidens,战士,静若处子，动若脱兔，兼具刚毅的特质,战斗本能,她是镜界的战斗专家，光剑是她最信赖的伙伴。每一次挥剑都是对敌人的致命威胁。
304,Hecate The Weaver,战士,叛逆不羁，自由洒脱，兼具热血的特质,反射之刃,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
305,Midnight Voidtouched,学者,冷峻如霜，洞察本质，兼具内敛的特质,记忆图书馆,作为知识的守护者，她将所见所闻记录在古老的典籍中。镜界的每一寸土地，都留有她的足迹与思考。
306,Aspen Nebula,守墓者,天真烂漫，纯真无邪，兼具沉稳的特质,遗忘之雾,死亡对她而言不是终结，而是另一种开始。她为每一个离去的灵魂指引方向。
307,Elysium Windwhisper,猎人,坚韧不拔，百折不挠，兼具隐忍的特质,诱饵布置,在阴影中潜行，在静默中出击。她的猎杀精准而优雅，如同艺术一般。
308,Shadow The Seeker,占卜师,优雅从容，气质高贵，兼具洞察的特质,未来预见,没有人能在她面前隐藏秘密，因为她看到的不是现在，而是因果的锁链。
309,Rhiannon Baroness,占卜师,忠诚可靠，值得信赖，兼具深沉的特质,吉凶判断,她能窥见命运的丝线，预知未来的轮廓。茶叶是她解读命运的方式。
310,Elara Sentinel,旅行者,坚韧不拔，百折不挠，兼具随性的特质,距离消弭,作为流浪者，她不属于任何地方，却也属于任何地方。每一次相遇都是命运的安排，每一次分别都是新的开始。
311,Clementine Mistress,神秘者,温柔如月，照亮黑暗，兼具深沉的特质,记忆窥探,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。幻影术是她的招牌，神秘而强大。
312,Lenobia Winterborne,文员,冲动热血，易于激动，兼具务实的特质,文书魔法,她是镜界秩序的维护者，负责管理着无数灵魂的信息档案。事务协调是她每日的职责。
313,Calista Obscura,收藏家,优雅从容，气质高贵，兼具内敛的特质,宝物鉴定,她收集镜界所有珍奇的事物，记忆碎片是她最珍贵的藏品。
314,Victoria Twilight,战士,神秘莫测，深不可测，兼具刚毅的特质,冲锋之力,以战斗为生，以胜利为荣。她是镜界最强的战士之一，从未尝过失败的滋味。
315,Terra Stormcaller,战士,忠诚可靠，值得信赖，兼具热血的特质,战斗本能,她是镜界的战斗专家，暗矛是她最信赖的伙伴。每一次挥剑都是对敌人的致命威胁。
316,Seraphelle Blackwood,旅行者,忠诚可靠，值得信赖，兼具随性的特质,坐标锁定,没有灵魂比她走过更多的镜界角落。脚步不停，风景不止，这是她唯一的信条。
317,Bloodmoon The Seeker,收藏家,执着坚定，矢志不渝，兼具挑剔的特质,物品识别,她收集镜界所有珍奇的事物，神秘宝石是她最珍贵的藏品。
318,Arilyn Enigmatica,工匠,静若处子，动若脱兔，兼具精益的特质,锻造秘法,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
319,Sable Stormwind,歌者,静若处子，动若脱兔，兼具热情的特质,安魂之曲,天籁之音，绕梁三日。她用歌声抚慰受伤的灵魂，用旋律点亮黑暗的角落。
320,Umbra Ironforge,神秘者,天真烂漫，纯真无邪，兼具深沉的特质,记忆窥探,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。镜中漫步是她的招牌，神秘而强大。
321,Duchess Nightwalker,园丁,豁达乐观，笑看风云，兼具细腻的特质,生命培育,在镜界的某处，有一片只有她知道的秘密花园，那里有她所有的心血与爱。
322,Yarrow Priestess,歌者,忠诚可靠，值得信赖，兼具热情的特质,安魂之曲,她的歌声能穿透镜界的每一个角落。安魂曲是她最擅长的曲调，令人沉醉不已。
323,Ravenna Keeper,守墓者,忠诚可靠，值得信赖，兼具淡泊的特质,死亡凝视,死亡对她而言不是终结，而是另一种开始。她为每一个离去的灵魂指引方向。
324,Wolfsbane Whitewyrm,守墓者,叛逆不羁，自由洒脱，兼具淡泊的特质,遗忘之雾,在镜界的边缘，在遗忘的角落，她默默守望着那些不再醒来的人。
325,Circe Starfall,猎人,成熟稳重，处事周全，兼具隐忍的特质,追踪术,在阴影中潜行，在静默中出击。她的猎杀精准而优雅，如同艺术一般。
326,Morgana Stormwind,占卜师,聪慧机敏，反应敏捷，兼具超然的特质,预兆感知,作为占卜师，她知道太多不该知道的事。有时，她希望自己从未拥有这份能力。
327,Nimue Crimsonveil,旅行者,神秘莫测，深不可测，兼具自由的特质,路径记忆,她穿越镜界的每一个位面，以文字的方式记录着所见所闻。寻找同类是她永恒的追求。
328,Wrath Blackdragon,神秘者,神秘莫测，深不可测，兼具深沉的特质,记忆窥探,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。镜中漫步是她的招牌，神秘而强大。
329,Onyx Stormcaller,歌者,慈悲为怀，怜爱众生，兼具感性的特质,音波攻击,她的歌声能穿透镜界的每一个角落。战歌是她最擅长的曲调，令人沉醉不已。
330,Lyria Arcanum,医者,内敛含蓄，蓄势待发，兼具仁慈的特质,治愈之光,她是镜界的治愈者，游走于受伤的灵魂之间。草药是她治愈伤痛的方式。
331,Ariadne Starweaver,猎人,内敛含蓄，蓄势待发，兼具隐忍的特质,暗影潜行,她是镜界的追踪者，没有猎物能逃过她的追踪。光明追踪是她的标志。
332,Catalina of Sorrows,守护者,冷峻如霜，洞察本质，兼具果敢的特质,反射攻击,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
333,Terpsichore Arcanum,占卜师,热情如火，燃烧一切，兼具深沉的特质,因果追溯,作为占卜师，她知道太多不该知道的事。有时，她希望自己从未拥有这份能力。
334,Catalina Shadowdancer,守望者,孤独清高，遗世独立，兼具沉默的特质,边界巡逻,孤独是她的伴侣，但她从未抱怨。因为她知道，她的职责关乎整个镜界的安危。
335,Lenobia The Keeper,园丁,孤独清高，遗世独立，兼具细腻的特质,绿意盎然,在镜界的某处，有一片只有她知道的秘密花园，那里有她所有的心血与爱。
336,Sylvara of the Abyss,园丁,优雅从容，气质高贵，兼具朴实的特质,花语交流,每一株植物都与她有着特殊的联系，她能听到它们的低语，感受到它们的情感。
337,Charlotte of the North,收藏家,孤独清高，遗世独立，兼具博学的特质,收集之力,在她的宝库中，藏着无数人终其一生都见不到的珍宝。而她，只在等待懂它的人。
338,Ravenna Blackdragon,医者,成熟稳重，处事周全，兼具细腻的特质,药草调配,她掌握着生命的奥秘，能够缝合最深的创伤。在镜界，她是最受敬重的存在之一。
339,Bellatrix Bloodthorn,收藏家,冲动热血，易于激动，兼具挑剔的特质,收藏管理,在她的宝库中，藏着无数人终其一生都见不到的珍宝。而她，只在等待懂它的人。
340,Flora of Shadows,战士,冷峻如霜，洞察本质，兼具热血的特质,战意沸腾,她是镜界的战斗专家，镜刃是她最信赖的伙伴。每一次挥剑都是对敌人的致命威胁。
341,Elysium Dawnbreaker,梦者,叛逆不羁，自由洒脱，兼具超脱的特质,噩梦封印,她的睡眠比常人更长，因为对她而言，梦境才是真正的现实。
342,Lilith Mistress,守护者,叛逆不羁，自由洒脱，兼具坚定的特质,镜盾防御,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
343,Obsidian Duskwalker,医者,成熟稳重，处事周全，兼具仁慈的特质,生命灌注,她掌握着生命的奥秘，能够缝合最深的创伤。在镜界，她是最受敬重的存在之一。
344,Sage Windwhisper,歌者,执着坚定，矢志不渝，兼具开朗的特质,音波攻击,每首歌曲都是一段旅程，每个音符都是一缕情感。她的声音是镜界最美的礼物。
345,Lady The Wanderer,神秘者,狡黠聪慧，智计百出，兼具深沉的特质,符文刻写,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。虚数空间是她的招牌，神秘而强大。
346,Tempest of the North,工匠,执着坚定，矢志不渝，兼具精益的特质,锻造秘法,她制作的每件物品都蕴含着特殊的魔力。{craft}是她最擅长的技艺，作品遍布整个镜界。
347,Terpsichore Eveningstar,占卜师,神秘莫测，深不可测，兼具深沉的特质,预兆感知,没有人能在她面前隐藏秘密，因为她看到的不是现在，而是因果的锁链。
348,Demeter Eclipse,战士,冷峻如霜，洞察本质，兼具果敢的特质,战斗本能,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
349,Terra Windwhisper,神,狡黠聪慧，智计百出，兼具冷漠的特质,命运编织,她是镜界的创世神灵之一，掌管着光的法则。在虚空中诞生，以力量之姿守护着这个精神世界的运转。
350,Ivy Arcanum,占卜师,慈悲为怀，怜爱众生，兼具神秘的特质,宿命揭示,没有人能在她面前隐藏秘密，因为她看到的不是现在，而是因果的锁链。
351,Euterpe Dawnlight,学者,天真烂漫，纯真无邪，兼具求知的特质,学问传授,她是镜界最博学的灵魂之一，艺术领域的权威。虽然性格内向，却乐于分享自己的发现。
352,Lady Mistress,工匠,聪慧机敏，反应敏捷，兼具精益的特质,修复之术,她的工作室藏着镜界最珍贵的秘密，每一件作品都讲述着一段独特的故事。
353,Stella Mistress,学者,孤独清高，遗世独立，兼具求知的特质,记忆图书馆,作为知识的守护者，她将所见所闻记录在古老的典籍中。镜界的每一寸土地，都留有她的足迹与思考。
354,Cordelia The Witch,文员,执着坚定，矢志不渝，兼具耐心的特质,档案管理,在堆积如山的文件之间，她找到了自己的价值。秩序是她永恒的追求。
355,Artemisia The Seeker,守望者,坚韧不拔，百折不挠，兼具警觉的特质,警戒信号,她永远站在镜界的边界，注视着可能到来的威胁。边界是她守望的目标。
356,Starweaver Moonbinder,诗人,执着坚定，矢志不渝，兼具细腻的特质,灵魂诗篇,她是镜界的吟游诗人，用词句编织着灵魂的故事。每首诗歌都是一段被遗忘的记忆。
357,Shadow Moonwhisper,猎人,敏感细腻，感受敏锐，兼具敏锐的特质,诱饵布置,在阴影中潜行，在静默中出击。她的猎杀精准而优雅，如同艺术一般。
358,Guinevere Keeper,神,冲动热血，易于激动，兼具威严的特质,虚实转化,远古的神灵，在镜界形成之初便已存在。她见证了无数灵魂的诞生与消亡，以深邃的心态俯瞰这片世界。
359,Luna Arcanum,守墓者,叛逆不羁，自由洒脱，兼具沉稳的特质,永眠之门,在镜界的边缘，在遗忘的角落，她默默守望着那些不再醒来的人。
360,Juliet Shadowmere,编织者,优雅从容，气质高贵，兼具耐心的特质,网罗之力,她编织着镜界最神秘的丝线，每一根线都连接着命运的一个节点。时间之纱是她的天赋。
361,Medea Arcanum,神秘者,内敛含蓄，蓄势待发，兼具神秘的特质,梦境编织,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
362,Fern Conclave of,守护者,忠诚可靠，值得信赖，兼具果敢的特质,誓约之力,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
363,Wolfsbane of the Abyss,学者,成熟稳重，处事周全，兼具求知的特质,知识殿堂,她是镜界最博学的灵魂之一，历史领域的权威。虽然性格随和，却乐于分享自己的发现。
364,Aelindra Lady,学者,坚韧不拔，百折不挠，兼具严谨的特质,推演之力,作为知识的守护者，她将所见所闻记录在古老的典籍中。镜界的每一寸土地，都留有她的足迹与思考。
365,Lady Dawnbreaker,占卜师,慈悲为怀，怜爱众生，兼具洞察的特质,占卜之术,没有人能在她面前隐藏秘密，因为她看到的不是现在，而是因果的锁链。
366,Elara Nightshade,园丁,豁达乐观，笑看风云，兼具朴实的特质,生命培育,她在镜界培育着一座属于自己的花园。时之园是她精心照料的领域。
367,Ivoryl Covenant of,歌者,执着坚定，矢志不渝，兼具开朗的特质,旋律治愈,她的歌声能穿透镜界的每一个角落。挽歌是她最擅长的曲调，令人沉醉不已。
368,Ebony Winterborne,旅行者,豁达乐观，笑看风云，兼具好奇的特质,瞬移之步,她穿越镜界的每一个位面，以文字的方式记录着所见所闻。寻找同类是她永恒的追求。
369,Fern Stoneheart,猎人,执着坚定，矢志不渝，兼具冷静的特质,陷阱设置,在阴影中潜行，在静默中出击。她的猎杀精准而优雅，如同艺术一般。
370,Morgan le Fay Leafsinger,编织者,执着坚定，矢志不渝，兼具耐心的特质,命运缝补,她编织着镜界最神秘的丝线，每一根线都连接着命运的一个节点。命运之线是她的天赋。
371,Athena Mystara,守望者,慈悲为怀，怜爱众生，兼具警觉的特质,预警传递,孤独是她的伴侣，但她从未抱怨。因为她知道，她的职责关乎整个镜界的安危。
372,Lilith Nightwalker,神秘者,成熟稳重，处事周全，兼具深沉的特质,幻影术,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的真实身份是她永恒的谜题。
373,Ivoryl The Witch,守护者,执着坚定，矢志不渝，兼具勇敢的特质,守护之壁,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
374,Psyche The Weaver,神,敏感细腻，感受敏锐，兼具威严的特质,万物共鸣,远古的神灵，在镜界形成之初便已存在。她见证了无数灵魂的诞生与消亡，以冷漠的心态俯瞰这片世界。
375,Juliet Vermillion,守护者,内敛含蓄，蓄势待发，兼具坚定的特质,守护之壁,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
376,Fauna Duskwalker,守墓者,犹豫不决，优柔寡断，兼具宁静的特质,永眠之门,在镜界的边缘，在遗忘的角落，她默默守望着那些不再醒来的人。
377,Guinevere Starweaver,神秘者,优雅从容，气质高贵，兼具好奇的特质,梦境编织,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。梦境编织是她的招牌，神秘而强大。
378,Thalindra The Seeker,神,静若处子，动若脱兔，兼具冷漠的特质,因果操控,远古的神灵，在镜界形成之初便已存在。她见证了无数灵魂的诞生与消亡，以深邃的心态俯瞰这片世界。
379,Celestine The Weaver,编织者,神秘莫测，深不可测，兼具耐心的特质,因果织线,她编织着镜界最神秘的丝线，每一根线都连接着命运的一个节点。时间之纱是她的天赋。
380,Medea of Twilight,守望者,聪慧机敏，反应敏捷，兼具坚毅的特质,边界巡逻,她永远站在镜界的边界，注视着可能到来的威胁。虚空是她守望的目标。
381,Ebony of the Deep,猎人,神秘莫测，深不可测，兼具冷静的特质,目标锁定,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
382,Gwyneth Warden,守望者,天真烂漫，纯真无邪，兼具沉默的特质,监视之塔,她永远站在镜界的边界，注视着可能到来的威胁。边界是她守望的目标。
383,Fauna The Oracle,神秘者,聪慧机敏，反应敏捷，兼具疏离的特质,咒语吟唱,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的目的是她永恒的谜题。
384,Heather The Hunter,工匠,执着坚定，矢志不渝，兼具耐心的特质,精工细作,她的工作室藏着镜界最珍贵的秘密，每一件作品都讲述着一段独特的故事。
385,Rhiannon Voidtouched,神秘者,犹豫不决，优柔寡断，兼具深沉的特质,符文刻写,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
386,Elysium of the Abyss,猎人,孤独清高，遗世独立，兼具隐忍的特质,陷阱设置,她是镜界的追踪者，没有猎物能逃过她的追踪。梦境潜伏是她的标志。
387,Vexira Countess,守护者,沉静如水，波澜不惊，兼具勇敢的特质,誓约之力,作为殿堂的守护者，她的存在本身就是一道不可逾越的屏障。她的职责是保护那些脆弱的灵魂。
388,Rosemary Eclipse,猎人,冷峻如霜，洞察本质，兼具隐忍的特质,暗影潜行,她是镜界的追踪者，没有猎物能逃过她的追踪。暗影猎杀是她的标志。
389,Urania Enigmatica,守护者,冲动热血，易于激动，兼具坚定的特质,誓约之力,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
390,Iris of the Abyss,神秘者,天真烂漫，纯真无邪，兼具好奇的特质,梦境编织,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。幻影术是她的招牌，神秘而强大。
391,Malice The Knight,神秘者,热情开朗，光芒四射，兼具神秘的特质,符文刻写,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的起源是她永恒的谜题。
392,Darkwind Astral,诗人,坚韧不拔，百折不挠，兼具细腻的特质,意境共鸣,她是镜界的吟游诗人，用词句编织着灵魂的故事。每首诗歌都是一段被遗忘的记忆。
393,Lavender Ashford,战士,热情如火，燃烧一切，兼具果敢的特质,防御姿态,以战斗为生，以胜利为荣。她是镜界最强的战士之一，从未尝过失败的滋味。
394,Guinevere Maidens,战士,优雅从容，气质高贵，兼具热血的特质,连击之术,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
395,Rosemary Bloodthorn,守望者,犹豫不决，优柔寡断，兼具沉默的特质,危险感知,在最高的塔楼上，她日夜注视着地平线。即使风暴将至，她也不会退缩。
396,Arilyn Sentinel,守护者,成熟稳重，处事周全，兼具坚定的特质,牺牲庇护,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
397,Lilith The Keeper,守护者,如风般自由，不受束缚，兼具果敢的特质,牺牲庇护,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
398,Fauna Silverserpent,医者,慈悲为怀，怜爱众生，兼具无私的特质,药草调配,慈悲是她的本性，无论灵魂因何受伤，她都会伸出援手。医者仁心，说的便是她。
399,Moonshade The Sage,园丁,冲动热血，易于激动，兼具细腻的特质,花语交流,她在镜界培育着一座属于自己的花园。时之园是她精心照料的领域。
400,Artemis Ironforge,学者,如风般自由，不受束缚，兼具理性的特质,学问传授,她是镜界最博学的灵魂之一，神秘学领域的权威。虽然性格外向，却乐于分享自己的发现。
401,Sin Sentinel,梦者,热情如火，燃烧一切，兼具敏感的特质,幻象创造,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
402,Hex The Knight,收藏家,忠诚可靠，值得信赖，兼具挑剔的特质,宝库构建,每件藏品都有它的故事，每个故事她都能娓娓道来。她是镜界最博学的收藏家。
403,Catalina Winterborne,医者,如风般自由，不受束缚，兼具细腻的特质,治愈之光,她是镜界的治愈者，游走于受伤的灵魂之间。音乐是她治愈伤痛的方式。
404,Iris Ashford,神秘者,聪慧机敏，反应敏捷，兼具神秘的特质,符文刻写,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的过去是她永恒的谜题。
405,Dawnwhisper The Keeper,歌者,热情开朗，光芒四射，兼具灵动的特质,鼓舞之力,每首歌曲都是一段旅程，每个音符都是一缕情感。她的声音是镜界最美的礼物。
406,Yarrow Voidtouched,学者,聪慧机敏，反应敏捷，兼具严谨的特质,解析之眼,她穷尽一生追寻镜界的真理，图书馆是她最常停留的地方。记忆之海是她研究的核心课题。
407,Morgana Leafsinger,神秘者,执着坚定，矢志不渝，兼具深沉的特质,幻影术,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的起源是她永恒的谜题。
408,Vexira The Hunter,占卜师,执着坚定，矢志不渝，兼具洞察的特质,命数演算,作为占卜师，她知道太多不该知道的事。有时，她希望自己从未拥有这份能力。
409,Ebony The Wanderer,守护者,执着坚定，矢志不渝，兼具忠诚的特质,镜盾防御,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
410,Lenobia Stoneheart,工匠,静若处子，动若脱兔，兼具耐心的特质,炼金术,她的工作室藏着镜界最珍贵的秘密，每一件作品都讲述着一段独特的故事。
411,Rosalind Maidens,神秘者,静若处子，动若脱兔，兼具疏离的特质,幻影术,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
412,Morrigan Darkhollow,守墓者,敏感细腻，感受敏锐，兼具淡泊的特质,轮回指引,在镜界的边缘，在遗忘的角落，她默默守望着那些不再醒来的人。
413,Crimson The Hunter,梦者,聪慧机敏，反应敏捷，兼具敏感的特质,预知之梦,她是穿梭于梦境与现实的旅人，在睡意中编织着另一个世界。造梦是她独有的天赋。
414,Elder Phantom,神秘者,冷峻如霜，洞察本质，兼具深沉的特质,异界召唤,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。幻影术是她的招牌，神秘而强大。
415,Clio Sentinel,文员,叛逆不羁，自由洒脱，兼具耐心的特质,文书魔法,她是镜界秩序的维护者，负责管理着无数灵魂的信息档案。事务协调是她每日的职责。
416,Elisabeth Conclave of,神秘者,狡黠聪慧，智计百出，兼具好奇的特质,幻影术,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的过去是她永恒的谜题。
417,Selene The Seeker,工匠,成熟稳重，处事周全，兼具专注的特质,锻造秘法,她的工作室藏着镜界最珍贵的秘密，每一件作品都讲述着一段独特的故事。
418,Ariadne Riverdancer,神,孤独清高，遗世独立，兼具慈悲的特质,时空扭曲,远古的神灵，在镜界形成之初便已存在。她见证了无数灵魂的诞生与消亡，以喜悦的心态俯瞰这片世界。
419,Circe Keeper,猎人,热情如火，燃烧一切，兼具敏锐的特质,暗影潜行,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
420,Seraphelle Dreamweaver,歌者,敏感细腻，感受敏锐，兼具感性的特质,歌声诱惑,每首歌曲都是一段旅程，每个音符都是一缕情感。她的声音是镜界最美的礼物。
421,Marguerite Circle of,守护者,沉静如水，波澜不惊，兼具勇敢的特质,牺牲庇护,作为边境的守护者，她的存在本身就是一道不可逾越的屏障。她的职责是保护那些脆弱的灵魂。
422,Heather Warden,旅行者,天真烂漫，纯真无邪，兼具自由的特质,瞬移之步,没有灵魂比她走过更多的镜界角落。脚步不停，风景不止，这是她唯一的信条。
423,Ariadne The Knight,梦者,冲动热血，易于激动，兼具敏感的特质,噩梦封印,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
424,Bloodmoon Frostbane,守护者,坚韧不拔，百折不挠，兼具勇敢的特质,净化之光,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
425,Yarrow Guardian,医者,内敛含蓄，蓄势待发，兼具无私的特质,伤痛抚慰,她是镜界的治愈者，游走于受伤的灵魂之间。触碰是她治愈伤痛的方式。
426,Calista Skysinger,守护者,叛逆不羁，自由洒脱，兼具果敢的特质,守护之壁,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
