token_id,name,role_type,personality,skill,story
993,Nimue Emberheart,守墓者,天真烂漫，纯真无邪，兼具淡泊的特质,灵魂引导,她守护着镜界的死者安息，在寂静中陪伴着消逝的灵魂。引导是她永恒的职责。
994,Circe of Dreams,守墓者,慈悲为怀，怜爱众生，兼具淡泊的特质,寂静之力,她守护着镜界的死者安息，在寂静中陪伴着消逝的灵魂。引导是她永恒的职责。
995,Midnight Starweaver,梦者,豁达乐观，笑看风云，兼具敏感的特质,梦境编织,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
996,Shade Phantom,文员,神秘莫测，深不可测，兼具细心的特质,流程优化,她是镜界秩序的维护者，负责管理着无数灵魂的信息档案。事务协调是她每日的职责。
997,Crimson Eveningstar,旅行者,热情如火，燃烧一切，兼具开放的特质,瞬移之步,没有灵魂比她走过更多的镜界角落。脚步不停，风景不止，这是她唯一的信条。
998,Vervain of the Abyss,猎人,执着坚定，矢志不渝，兼具冷静的特质,野兽沟通,她是镜界的追踪者，没有猎物能逃过她的追踪。光明追踪是她的标志。
999,Selene of Twilight,神秘者,忠诚可靠，值得信赖，兼具好奇的特质,异界召唤,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
1000,Rowan Silvermist,梦者,狡黠聪慧，智计百出，兼具敏感的特质,幻象创造,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
1001,Nimue Cosmos,猎人,坚韧不拔，百折不挠，兼具隐忍的特质,诱饵布置,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
1002,Yarrow Emberheart,神,神秘莫测，深不可测，兼具威严的特质,虚实转化,她是镜界的创世神灵之一，掌管着梦境的法则。在虚空中诞生，以力量之姿守护着这个精神世界的运转。
1003,Sin Ethereal,神秘者,叛逆不羁，自由洒脱，兼具深沉的特质,记忆窥探,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
1004,Yarrow The Sage,园丁,天真烂漫，纯真无邪，兼具朴实的特质,绿意盎然,每一株植物都与她有着特殊的联系，她能听到它们的低语，感受到它们的情感。
1005,Vampira Arcanum,梦者,冲动热血，易于激动，兼具梦幻的特质,噩梦封印,她是穿梭于梦境与现实的旅人，在睡意中编织着另一个世界。解梦是她独有的天赋。
1006,Euterpe The Keeper,文员,犹豫不决，优柔寡断，兼具细心的特质,记录之笔,她是镜界秩序的维护者，负责管理着无数灵魂的信息档案。秩序维护是她每日的职责。
1007,Ivoryl Twilight,学者,忠诚可靠，值得信赖，兼具严谨的特质,记忆图书馆,她穷尽一生追寻镜界的真理，图书馆是她最常停留的地方。灵魂奥秘是她研究的核心课题。
1008,Shade Goldleaf,神秘者,内敛含蓄，蓄势待发，兼具深沉的特质,虚数空间,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
1009,Midnight Mistress,诗人,优雅从容，气质高贵，兼具理想的特质,灵魂诗篇,以诗为剑，以词为盾。她的诗句拥有超越文字本身的力量，能够触动最坚硬的心。
1010,Catalina Mystara,神秘者,狡黠聪慧，智计百出，兼具好奇的特质,镜中漫步,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
1011,Fern The Wanderer,园丁,热情开朗，光芒四射，兼具耐心的特质,生命培育,她在镜界培育着一座属于自己的花园。梦之园是她精心照料的领域。
1012,Clio The Seeker,神秘者,内敛含蓄，蓄势待发，兼具疏离的特质,镜中漫步,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
1013,Hex Eclipse,梦者,忠诚可靠，值得信赖，兼具超脱的特质,梦境遨游,她的睡眠比常人更长，因为对她而言，梦境才是真正的现实。
1014,Sylvara Dame,工匠,静若处子，动若脱兔，兼具耐心的特质,构造之力,她制作的每件物品都蕴含着特殊的魔力。{craft}是她最擅长的技艺，作品遍布整个镜界。
1015,Morgana Covenant of,守护者,冲动热血，易于激动，兼具忠诚的特质,牺牲庇护,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
1016,Fern of Eternity,梦者,犹豫不决，优柔寡断，兼具迷茫的特质,噩梦封印,她是穿梭于梦境与现实的旅人，在睡意中编织着另一个世界。穿梦是她独有的天赋。
1017,Vampira Obscura,学者,忠诚可靠，值得信赖，兼具内敛的特质,推演之力,作为知识的守护者，她将所见所闻记录在古老的典籍中。镜界的每一寸土地，都留有她的足迹与思考。
1018,Violet Voidtouched,园丁,聪慧机敏，反应敏捷，兼具耐心的特质,植物治愈,她在镜界培育着一座属于自己的花园。光之园是她精心照料的领域。
1019,Ivoryl Silvermist,神秘者,豁达乐观，笑看风云，兼具深沉的特质,梦境编织,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。梦境编织是她的招牌，神秘而强大。
1020,Ravenna The Seeker,收藏家,聪慧机敏，反应敏捷，兼具内敛的特质,物品识别,每件藏品都有它的故事，每个故事她都能娓娓道来。她是镜界最博学的收藏家。
1021,Sable Moonbinder,歌者,孤独清高，遗世独立，兼具热情的特质,天籁之音,她的歌声能穿透镜界的每一个角落。挽歌是她最擅长的曲调，令人沉醉不已。
1022,Medea Dreamweaver,园丁,优雅从容，气质高贵，兼具耐心的特质,季节操控,在镜界的某处，有一片只有她知道的秘密花园，那里有她所有的心血与爱。
1023,Hex Order of the,战士,慈悲为怀，怜爱众生，兼具坚毅的特质,战意沸腾,她是镜界的战斗专家，双刃是她最信赖的伙伴。每一次挥剑都是对敌人的致命威胁。
1024,Aetherea Lightbringer,守墓者,温柔如月，照亮黑暗，兼具沉稳的特质,永眠之门,她守护着镜界的死者安息，在寂静中陪伴着消逝的灵魂。记录是她永恒的职责。
1025,Vivienne Maidens,文员,热情如火，燃烧一切，兼具条理的特质,事务协调,在堆积如山的文件之间，她找到了自己的价值。秩序是她永恒的追求。
1026,Seraphelle Dawnlight,神秘者,叛逆不羁，自由洒脱，兼具疏离的特质,幻影术,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的目的是她永恒的谜题。
1027,Thalindra Mistress,神秘者,冷峻如霜，洞察本质，兼具深沉的特质,幻影术,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的目的是她永恒的谜题。
1028,Bloodmoon Moonbinder,战士,忠诚可靠，值得信赖，兼具果敢的特质,武器精通,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
1029,Artemis of Shadows,占卜师,成熟稳重，处事周全，兼具神秘的特质,吉凶判断,没有人能在她面前隐藏秘密，因为她看到的不是现在，而是因果的锁链。
1030,Gwyneth Duskwalker,工匠,热情开朗，光芒四射，兼具精益的特质,完美工艺,她制作的每件物品都蕴含着特殊的魔力。{craft}是她最擅长的技艺，作品遍布整个镜界。
1031,Starweaver Flamekeeper,守望者,狡黠聪慧，智计百出，兼具忍耐的特质,预警传递,在最高的塔楼上，她日夜注视着地平线。即使风暴将至，她也不会退缩。
1032,Daisy Obscura,守护者,冷峻如霜，洞察本质，兼具坚定的特质,誓约之力,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
1033,Vivienne Goldenlion,歌者,犹豫不决，优柔寡断，兼具灵动的特质,音波攻击,每首歌曲都是一段旅程，每个音符都是一缕情感。她的声音是镜界最美的礼物。
1034,Moonshade Shadowmere,守护者,慈悲为怀，怜爱众生，兼具忠诚的特质,净化之光,作为殿堂的守护者，她的存在本身就是一道不可逾越的屏障。她的职责是保护那些脆弱的灵魂。
1035,Shade Countess,工匠,成熟稳重，处事周全，兼具精益的特质,炼金术,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
1036,Tansy Ironforge,守护者,狡黠聪慧，智计百出，兼具忠诚的特质,镜盾防御,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
1037,Aurora Circle of,诗人,狡黠聪慧，智计百出，兼具细腻的特质,灵魂诗篇,以诗为剑，以词为盾。她的诗句拥有超越文字本身的力量，能够触动最坚硬的心。
1038,Ravenna Baroness,神秘者,温柔如月，照亮黑暗，兼具神秘的特质,梦境编织,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
1039,Shadow Viscountess,守望者,热情如火，燃烧一切，兼具坚毅的特质,危险感知,她永远站在镜界的边界，注视着可能到来的威胁。深渊是她守望的目标。
1040,Artemis Priestess,战士,孤独清高，遗世独立，兼具果敢的特质,反射之刃,她是镜界的战斗专家，暗矛是她最信赖的伙伴。每一次挥剑都是对敌人的致命威胁。
1041,Shade The Seeker,守护者,热情如火，燃烧一切，兼具勇敢的特质,净化之光,作为边境的守护者，她的存在本身就是一道不可逾越的屏障。她的职责是保护那些脆弱的灵魂。
1042,Catalina Dame,医者,天真烂漫，纯真无邪，兼具温柔的特质,治愈之光,慈悲是她的本性，无论灵魂因何受伤，她都会伸出援手。医者仁心，说的便是她。
1043,Fern Wraithborne,守墓者,叛逆不羁，自由洒脱，兼具淡泊的特质,遗忘之雾,她守护着镜界的死者安息，在寂静中陪伴着消逝的灵魂。记录是她永恒的职责。
1044,Cordelia Silverserpent,神秘者,聪慧机敏，反应敏捷，兼具疏离的特质,异界召唤,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。虚数空间是她的招牌，神秘而强大。
1045,Moonshade Obscura,神秘者,内敛含蓄，蓄势待发，兼具疏离的特质,幻影术,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。梦境编织是她的招牌，神秘而强大。
1046,Bloodmoon Circle of,文员,沉静如水，波澜不惊，兼具条理的特质,事务协调,她是镜界秩序的维护者，负责管理着无数灵魂的信息档案。事务协调是她每日的职责。
1047,Selene Sentinel,编织者,豁达乐观，笑看风云，兼具神秘的特质,丝线编织,她编织着镜界最神秘的丝线，每一根线都连接着命运的一个节点。时间之纱是她的天赋。
1048,Adelaide Maidens,工匠,冷峻如霜，洞察本质，兼具耐心的特质,完美工艺,她制作的每件物品都蕴含着特殊的魔力。{craft}是她最擅长的技艺，作品遍布整个镜界。
1049,Nocturne Darkhollow,园丁,优雅从容，气质高贵，兼具细腻的特质,绿意盎然,在镜界的某处，有一片只有她知道的秘密花园，那里有她所有的心血与爱。
1050,Ariadne Enigmatica,猎人,成熟稳重，处事周全，兼具果断的特质,伏击战术,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
1051,Arilyn Dawnlight,旅行者,成熟稳重，处事周全，兼具自由的特质,空间跨越,作为流浪者，她不属于任何地方，却也属于任何地方。每一次相遇都是命运的安排，每一次分别都是新的开始。
1052,Morwenna Nightshade,守望者,如风般自由，不受束缚，兼具坚毅的特质,危险感知,她永远站在镜界的边界，注视着可能到来的威胁。深渊是她守望的目标。
1053,Terpsichore Dreamweaver,工匠,优雅从容，气质高贵，兼具耐心的特质,造物之力,她的工作室藏着镜界最珍贵的秘密，每一件作品都讲述着一段独特的故事。
1054,Morgan le Fay Ashford,旅行者,静若处子，动若脱兔，兼具好奇的特质,坐标锁定,她穿越镜界的每一个位面，以绘画的方式记录着所见所闻。体验人生是她永恒的追求。
1055,Iris The Singer,学者,慈悲为怀，怜爱众生，兼具求知的特质,知识殿堂,作为知识的守护者，她将所见所闻记录在古老的典籍中。镜界的每一寸土地，都留有她的足迹与思考。
1056,Ravenna Guardian,占卜师,敏感细腻，感受敏锐，兼具洞察的特质,命数演算,没有人能在她面前隐藏秘密，因为她看到的不是现在，而是因果的锁链。
1057,Calista Ethereal,梦者,孤独清高，遗世独立，兼具超脱的特质,梦境遨游,她是穿梭于梦境与现实的旅人，在睡意中编织着另一个世界。穿梦是她独有的天赋。
1058,Pandora Cosmos,神秘者,叛逆不羁，自由洒脱，兼具深沉的特质,符文刻写,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。镜中漫步是她的招牌，神秘而强大。
1059,Starweaver Viscountess,歌者,热情如火，燃烧一切，兼具开朗的特质,情绪共鸣,每首歌曲都是一段旅程，每个音符都是一缕情感。她的声音是镜界最美的礼物。
1060,Beatrix Dame,猎人,神秘莫测，深不可测，兼具敏锐的特质,伏击战术,她是黑暗中的死神，专门收割那些不应存在于镜界的事物。
1061,Calliope Shadowdancer,战士,神秘莫测，深不可测，兼具刚毅的特质,冲锋之力,她是镜界的战斗专家，镜刃是她最信赖的伙伴。每一次挥剑都是对敌人的致命威胁。
1062,Isolde The Weaver,医者,冲动热血，易于激动，兼具细腻的特质,生命灌注,慈悲是她的本性，无论灵魂因何受伤，她都会伸出援手。医者仁心，说的便是她。
1063,Victoria The Hunter,神秘者,内敛含蓄，蓄势待发，兼具疏离的特质,咒语吟唱,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的过去是她永恒的谜题。
1064,Catalina Dreamweaver,工匠,慈悲为怀，怜爱众生，兼具耐心的特质,造物之力,她制作的每件物品都蕴含着特殊的魔力。{craft}是她最擅长的技艺，作品遍布整个镜界。
1065,Morgan le Fay Nightwalker,收藏家,孤独清高，遗世独立，兼具挑剔的特质,稀有发现,在她的宝库中，藏着无数人终其一生都见不到的珍宝。而她，只在等待懂它的人。
1066,Umbra Goldenlion,神秘者,热情开朗，光芒四射，兼具深沉的特质,虚数空间,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。虚数空间是她的招牌，神秘而强大。
1067,Elowen The Seeker,神秘者,温柔如月，照亮黑暗，兼具好奇的特质,虚数空间,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的真实身份是她永恒的谜题。
1068,Yarrow Obscura,守望者,豁达乐观，笑看风云，兼具忍耐的特质,危险感知,孤独是她的伴侣，但她从未抱怨。因为她知道，她的职责关乎整个镜界的安危。
1069,Urania of Starlight,战士,冷峻如霜，洞察本质，兼具果敢的特质,反射之刃,以战斗为生，以胜利为荣。她是镜界最强的战士之一，从未尝过失败的滋味。
1070,Euterpe Order of the,战士,孤独清高，遗世独立，兼具热血的特质,反射之刃,她是镜界的战斗专家，暗矛是她最信赖的伙伴。每一次挥剑都是对敌人的致命威胁。
1071,Ravenna Crimsonveil,神,沉静如水，波澜不惊，兼具威严的特质,命运编织,她是镜界的创世神灵之一，掌管着意志的法则。在虚空中诞生，以神秘之姿守护着这个精神世界的运转。
1072,Malice Ravencroft,医者,温柔如月，照亮黑暗，兼具仁慈的特质,净化毒素,她掌握着生命的奥秘，能够缝合最深的创伤。在镜界，她是最受敬重的存在之一。
1073,Ariadne Dreamweaver,学者,冷峻如霜，洞察本质，兼具求知的特质,学问传授,她是镜界最博学的灵魂之一，历史领域的权威。虽然性格严谨，却乐于分享自己的发现。
1074,Juniper Brightblade,守望者,坚韧不拔，百折不挠，兼具坚毅的特质,预警系统,孤独是她的伴侣，但她从未抱怨。因为她知道，她的职责关乎整个镜界的安危。
1075,Nyxara Maidens,猎人,孤独清高，遗世独立，兼具果断的特质,追踪术,她是镜界的追踪者，没有猎物能逃过她的追踪。光明追踪是她的标志。
1076,Willow The Oracle,学者,慈悲为怀，怜爱众生，兼具严谨的特质,记忆图书馆,她是镜界最博学的灵魂之一，历史领域的权威。虽然性格外向，却乐于分享自己的发现。
1077,Arilyn Guardian,医者,敏感细腻，感受敏锐，兼具细腻的特质,生命复苏,慈悲是她的本性，无论灵魂因何受伤，她都会伸出援手。医者仁心，说的便是她。
1078,Stella The Seeker,守护者,静若处子，动若脱兔，兼具果敢的特质,反射攻击,作为殿堂的守护者，她的存在本身就是一道不可逾越的屏障。她的职责是保护那些脆弱的灵魂。
1079,Ebony Countess,梦者,成熟稳重，处事周全，兼具迷茫的特质,噩梦封印,她是穿梭于梦境与现实的旅人，在睡意中编织着另一个世界。控梦是她独有的天赋。
1080,Malice Dawnlight,守护者,天真烂漫，纯真无邪，兼具勇敢的特质,牺牲庇护,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
1081,Onyx Conclave of,守墓者,热情如火，燃烧一切，兼具宁静的特质,寂静之力,在镜界的边缘，在遗忘的角落，她默默守望着那些不再醒来的人。
1082,Obsidian of Eternity,神秘者,忠诚可靠，值得信赖，兼具神秘的特质,镜中漫步,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。镜中漫步是她的招牌，神秘而强大。
1083,Rosalind Guardian,神,执着坚定，矢志不渝，兼具威严的特质,虚实转化,作为高位存在，她的力量与镜界本源相连。每当镜界出现裂痕，她便以超越之力修补，维持着世界的平衡。
1084,Dawnwhisper Enigmatica,梦者,叛逆不羁，自由洒脱，兼具敏感的特质,噩梦封印,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
1085,Pandora Silvermist,神秘者,沉静如水，波澜不惊，兼具神秘的特质,符文刻写,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的目的是她永恒的谜题。
1086,Juniper Covenant of,收藏家,冷峻如霜，洞察本质，兼具挑剔的特质,价值评估,每件藏品都有它的故事，每个故事她都能娓娓道来。她是镜界最博学的收藏家。
1087,Charlotte Ravencroft,神秘者,慈悲为怀，怜爱众生，兼具神秘的特质,梦境编织,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。梦境编织是她的招牌，神秘而强大。
1088,Wrath Enigmatica,文员,天真烂漫，纯真无邪，兼具条理的特质,信息整理,她是镜界最不可或缺的存在之一，虽然不起眼，却维系着整个世界的运转。
1089,Hestia of the North,战士,冷峻如霜，洞察本质，兼具坚毅的特质,战斗本能,她是镜界的战斗专家，光剑是她最信赖的伙伴。每一次挥剑都是对敌人的致命威胁。
1090,Nocturne Guardian,诗人,聪慧机敏，反应敏捷，兼具敏感的特质,诗意降临,她是镜界的吟游诗人，用词句编织着灵魂的故事。每首诗歌都是一段被遗忘的记忆。
1091,Ivy Winterborne,工匠,温柔如月，照亮黑暗，兼具专注的特质,完美工艺,她的工作室藏着镜界最珍贵的秘密，每一件作品都讲述着一段独特的故事。
1092,Wrath Ethereal,守望者,热情如火，燃烧一切，兼具坚毅的特质,危险感知,孤独是她的伴侣，但她从未抱怨。因为她知道，她的职责关乎整个镜界的安危。
1093,Clio Voidtouched,梦者,慈悲为怀，怜爱众生，兼具超脱的特质,幻象创造,梦境是她最熟悉的领域，在那里她拥有绝对的主宰权。醒来的人们往往不记得她的存在。
1094,Rosemary Darkhollow,守护者,慈悲为怀，怜爱众生，兼具果敢的特质,守护之壁,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
1095,Cordelia Nightshade,文员,内敛含蓄，蓄势待发，兼具细心的特质,流程优化,她是镜界秩序的维护者，负责管理着无数灵魂的信息档案。档案整理是她每日的职责。
1096,Rowan Nightshade,神,热情如火，燃烧一切，兼具威严的特质,命运编织,她是镜界的创世神灵之一，掌管着记忆的法则。在虚空中诞生，以宁静之姿守护着这个精神世界的运转。
1097,Vesper The Wanderer,守护者,犹豫不决，优柔寡断，兼具果敢的特质,结界展开,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
1098,Sable Keeper,旅行者,成熟稳重，处事周全，兼具随性的特质,旅途指引,她穿越镜界的每一个位面，以文字的方式记录着所见所闻。体验人生是她永恒的追求。
1099,Fauna The Witch,梦者,静若处子，动若脱兔，兼具超脱的特质,幻象创造,她的睡眠比常人更长，因为对她而言，梦境才是真正的现实。
1100,Seraphelle Ethereal,工匠,天真烂漫，纯真无邪，兼具耐心的特质,炼金术,她制作的每件物品都蕴含着特殊的魔力。{craft}是她最擅长的技艺，作品遍布整个镜界。
1101,Willow Mystara,战士,聪慧机敏，反应敏捷，兼具刚毅的特质,冲锋之力,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
1102,Fern The Sage,工匠,优雅从容，气质高贵，兼具精益的特质,物品强化,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
1103,Flora Blackdragon,守护者,聪慧机敏，反应敏捷，兼具忠诚的特质,牺牲庇护,她曾是普通的灵魂，但镜界的危机唤醒了她内心的力量。如今，她以守护者之名，守护着每一片土地。
1104,Elisabeth Warden,学者,静若处子，动若脱兔，兼具内敛的特质,智慧之眼,她穷尽一生追寻镜界的真理，图书馆是她最常停留的地方。记忆之海是她研究的核心课题。
1105,Thalindra The Weaver,神秘者,天真烂漫，纯真无邪，兼具好奇的特质,虚数空间,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。梦境编织是她的招牌，神秘而强大。
1106,Darkwind Darkhollow,战士,沉静如水，波澜不惊，兼具刚毅的特质,连击之术,以战斗为生，以胜利为荣。她是镜界最强的战士之一，从未尝过失败的滋味。
1107,Esmeralda of Shadows,守护者,神秘莫测，深不可测，兼具坚定的特质,净化之光,她是被镜界意志选中的守护者，誓死捍卫这片世界的安宁。手持反射之盾，将一切入侵者化为虚无。
1108,Beatrix of Dreams,诗人,执着坚定，矢志不渝，兼具理想的特质,诗意降临,她是镜界的吟游诗人，用词句编织着灵魂的故事。每首诗歌都是一段被遗忘的记忆。
1109,Daisy The Oracle,战士,温柔如月，照亮黑暗，兼具果敢的特质,武器精通,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
1110,Ebony The Sage,神秘者,天真烂漫，纯真无邪，兼具神秘的特质,符文刻写,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
1111,Rosalind The Knight,医者,成熟稳重，处事周全，兼具细腻的特质,健康守护,慈悲是她的本性，无论灵魂因何受伤，她都会伸出援手。医者仁心，说的便是她。
1112,Lady The Weaver,神秘者,热情如火，燃烧一切，兼具深沉的特质,咒语吟唱,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。镜中漫步是她的招牌，神秘而强大。
1113,Celestine Mistress,神,热情如火，燃烧一切，兼具威严的特质,创世之力,作为高位存在，她的力量与镜界本源相连。每当镜界出现裂痕，她便以净化之力修补，维持着世界的平衡。
1114,Elisabeth Silverserpent,旅行者,热情开朗，光芒四射，兼具好奇的特质,空间跨越,没有灵魂比她走过更多的镜界角落。脚步不停，风景不止，这是她唯一的信条。
1115,Empress Stormwind,战士,冲动热血，易于激动，兼具坚毅的特质,冲锋之力,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
1116,Nyxara of Shadows,文员,优雅从容，气质高贵，兼具条理的特质,记录之笔,她是镜界最不可或缺的存在之一，虽然不起眼，却维系着整个世界的运转。
1117,Blackrose Riverdancer,学者,优雅从容，气质高贵，兼具理性的特质,真理追寻,作为知识的守护者，她将所见所闻记录在古老的典籍中。镜界的每一寸土地，都留有她的足迹与思考。
1118,Evangeline of Twilight,梦者,叛逆不羁，自由洒脱，兼具敏感的特质,梦境治愈,她的睡眠比常人更长，因为对她而言，梦境才是真正的现实。
1119,Gwyneth Blackwood,学者,忠诚可靠，值得信赖，兼具理性的特质,智慧之眼,她穷尽一生追寻镜界的真理，图书馆是她最常停留的地方。时空法则是她研究的核心课题。
1120,Morgan le Fay Blackwood,文员,成熟稳重，处事周全，兼具条理的特质,事务协调,她是镜界秩序的维护者，负责管理着无数灵魂的信息档案。事务协调是她每日的职责。
1121,Beatrix Winterborne,学者,狡黠聪慧，智计百出，兼具严谨的特质,记忆图书馆,她穷尽一生追寻镜界的真理，图书馆是她最常停留的地方。记忆之海是她研究的核心课题。
1122,Bloodmoon Winterborne,战士,叛逆不羁，自由洒脱，兼具坚毅的特质,反射之刃,战场是她唯一的归宿，刀光剑影中诠释着生命的意义。她的存在让黑暗势力闻风丧胆。
1123,Countess Synod of,歌者,犹豫不决，优柔寡断，兼具灵动的特质,情绪共鸣,每首歌曲都是一段旅程，每个音符都是一缕情感。她的声音是镜界最美的礼物。
1124,Ivoryl Lightbringer,神,冷峻如霜，洞察本质，兼具慈悲的特质,万物共鸣,她是镜界的创世神灵之一，掌管着光的法则。在虚空中诞生，以炽热之姿守护着这个精神世界的运转。
1125,Morwenna Whitewyrm,工匠,静若处子，动若脱兔，兼具务实的特质,修复之术,作为工匠，她相信万物皆可重塑。即使是破碎的灵魂，在她手中也能获得新生。
1126,Adelaide Lady,诗人,如风般自由，不受束缚，兼具浪漫的特质,诗意降临,以诗为剑，以词为盾。她的诗句拥有超越文字本身的力量，能够触动最坚硬的心。
1127,Sin Viscountess,神秘者,忠诚可靠，值得信赖，兼具神秘的特质,异界召唤,她是镜界的探索者，穿越一个又一个未知的领域。没有人知道她的过去，也没人能预测她的未来。
1128,Aria Obscura,神秘者,沉静如水，波澜不惊，兼具神秘的特质,幻影术,行走于现实与虚幻的边界，她掌握着常人无法理解的秘术。幻影术是她的招牌，神秘而强大。
1129,Morticia Nebula,神秘者,热情如火，燃烧一切，兼具神秘的特质,咒语吟唱,神秘笼罩着她的身影，在镜界的角落，总能发现她留下的奇异痕迹。她的目的是她永恒的谜题。
1130,Rosemary Order of the,旅行者,聪慧机敏，反应敏捷，兼具开放的特质,坐标锁定,没有灵魂比她走过更多的镜界角落。脚步不停，风景不止，这是她唯一的信条。
1131,Aelindra Winterborne,编织者,孤独清高，遗世独立，兼具细腻的特质,命运编织,她编织着镜界最神秘的丝线，每一根线都连接着命运的一个节点。命运之线是她的天赋。
1132,Sable Stormcaller,梦者,执着坚定，矢志不渝，兼具敏感的特质,预知之梦,她是穿梭于梦境与现实的旅人，在睡意中编织着另一个世界。造梦是她独有的天赋。
